Name,Confidence,Brightness,FaceArea,EyesDistance,MouthDistance,EyesOpen,Eyeglass,Gender,Moustache,Beard,Sharpness,MatchScore
S10_994.pgm,99.98451233,21.64810562,1.240510451,0.371879107,0.297110705,1,0,0,0,0,200.2105789,3
S10_995.pgm,99.97755432,22.18471718,1.051939633,0.335013342,0.280912478,,1,0,0,0,173.7732188,3
S10_996.pgm,99.96317291,24.00042915,1.068440293,0.358307515,0.272156653,0,,0,0,0,64.16658185,0.481
S10_997.pgm,99.86987305,24.96854019,0.97136188,0.335556985,0.286373526,,1,0,0,0,399.6588652,0.568
S10_998.pgm,99.94306946,27.51423645,0.827092619,0.321717332,0.240374107,,1,0,0,0,421.0846083,0.108
S10_999.pgm,99.985466,23.04755211,0.909211189,0.336919812,0.292164814,,1,0,0,0,186.3339496,3
S11_1000.pgm,99.99866486,40.37446976,1.019323299,0.326989669,0.23284578,1,0,0,1,1,30.35562189,0.016
S11_1001.pgm,99.99877167,38.31629562,1.019323299,0.327691272,0.242401315,0,0,0,1,1,393.5580865,0.068
S11_1002.pgm,99.99697113,37.05423355,0.97136188,0.316059119,0.236551814,1,0,0,1,1,105.8061648,0.09
S11_1006.pgm,99.98284912,23.47660446,1.15287024,0.303624512,0.193603442,0,1,0,1,1,145.3773532,3
S11_1015.pgm,0,0,0,0,0,,,0,1,1,147.6243018,0.288
S11_102.pgm,99.82646179,27.94125938,1.035567139,0.333949868,0.231533944,1,0,0,1,1,89.30330625,0.109
S11_1020.pgm,0,0,0,0,0,,,0,1,1,170.0218218,0.357
S11_1021.pgm,99.99759674,38.5803299,0.735086416,0.298056018,0.210112215,1,0,0,1,1,100.7163084,3
S11_1022.pgm,99.99498749,31.67162323,0.791073402,0.312798286,0.21709191,1,0,0,1,1,151.9057075,3
S11_1024.pgm,99.94657898,29.92350769,0.863946397,0.302350984,0.220441228,1,0,0,1,1,200.5909703,0.377
S11_1034.pgm,99.98526001,35.41668701,0.783946605,0.309911513,0.229828958,1,0,0,1,1,73.03005641,0.296
S11_1035.pgm,99.99398804,36.03832245,0.819837411,0.326611253,0.228178675,0,0,0,1,1,161.9872636,0.965
S11_1038.pgm,99.99641418,34.80651474,0.776884013,0.320167967,0.221484655,0,0,0,1,1,54.78444926,0.132
S11_1043.pgm,99.92819214,34.34538269,0.762823036,0.315438007,0.223155348,1,1,0,1,1,316.2568359,0.031
S11_105.pgm,99.84581757,29.11302757,1.085069362,0.33303287,0.242963871,1,0,0,1,1,143.477759,0.129
S11_1056.pgm,99.87342072,27.52276993,0.849114955,0.31279837,0.239406335,1,0,0,1,1,52.68047416,0.852
S11_1059.pgm,99.92021179,23.5892334,0.87890625,0.319153913,0.235690209,1,1,0,1,1,239.8908948,0.146
S11_106.pgm,0,0,0,0,0,,,0,1,1,213.4331326,0.147
S11_1062.pgm,99.9564743,24.90063667,0.893994514,0.320991838,0.257591209,1,1,0,1,1,275.7702047,0.062
S11_1066.pgm,99.97159576,21.4481411,1.019323299,0.327336708,0.247879618,1,0,0,1,1,22.89579095,3
S11_107.pgm,99.83505249,36.97123337,0.909211189,0.334907154,0.242160638,1,0,0,1,1,29.49010975,0.166
S11_1070.pgm,99.95077515,18.57253075,1.035567139,0.32637447,0.235514269,1,1,0,1,1,853.9505954,0.214
S11_1071.pgm,99.90039825,19.69608116,1.003207629,0.327304333,0.253953506,1,1,0,1,1,266.2979968,1.814
S11_1078.pgm,99.92271423,19.06208038,1.118712979,0.332518046,0.246995511,,0,0,1,1,168.701245,0.13
S11_1079.pgm,99.92858887,20.33929253,1.135727531,0.329043835,0.230817391,1,0,0,1,1,207.4108056,0.14
S11_108.pgm,99.81180573,30.34889603,1.068440293,0.337829745,0.24971118,1,0,0,1,1,48.62444046,0.142
S11_1089.pgm,99.80425262,29.02552223,1.249434932,0.287617583,0.200376412,1,1,0,1,1,239.4319749,3
S11_109.pgm,99.86309814,31.96120644,1.10182709,0.344242825,0.244121644,1,0,0,1,1,44.60884941,0.066
S11_1093.pgm,99.99569702,38.80313873,0.819837411,0.305484253,0.189532477,,1,0,1,1,84.29053355,0.457
S11_1095.pgm,0,0,0,0,0,,,0,1,1,61.70542606,0.479
S11_1097.pgm,99.98739624,36.52945328,0.805391201,0.295791119,0.202990766,,0,0,1,1,97.98020595,0.035
S11_110.pgm,0,0,0,0,0,,,0,1,1,175.900411,0.132
S11_1107.pgm,99.9890213,38.05388641,0.834412033,0.299805456,0.208401979,,0,0,1,1,317.9839692,0.142
S11_1108.pgm,99.97368622,38.38067627,0.87890625,0.310178688,0.223255804,,0,0,1,1,136.9775227,0.1
S11_111.pgm,0,0,0,0,0,,,0,1,1,166.3163096,0.111
S11_1113.pgm,99.98590088,40.36985016,0.735086416,0.293270554,0.203136134,1,0,0,1,1,16.84068551,1.794
S11_1115.pgm,99.98522186,43.84746933,0.805391201,0.309226362,0.216508789,1,0,0,1,1,197.63773,0.888
S11_1133.pgm,99.9614563,36.56454468,0.849114955,0.324089994,0.230652944,1,0,0,1,1,74.4299969,1.147
S11_1138.pgm,99.96977234,38.37498856,0.776884013,0.328074516,0.234976636,1,0,0,1,1,83.82416703,0.077
S11_114.pgm,99.8547821,34.78550339,0.92455616,0.333866183,0.244807548,1,1,0,1,1,370.7921453,3
S11_1151.pgm,99.97544861,28.50510406,0.893994514,0.337221639,0.262636656,0,0,0,1,1,54.89560444,0.86
S11_1156.pgm,99.96925354,33.29378891,0.87890625,0.332149453,0.251743391,1,0,0,1,1,230.6150354,0.027
S11_116.pgm,0,0,0,0,0,,,0,1,1,255.2252125,0.145
S11_1165.pgm,99.94973755,28.19977951,0.947798507,0.333598061,0.261874907,0,0,0,1,1,102.4081409,0.248
S11_1167.pgm,0,0,0,0,0,,,0,1,1,346.8931086,0.219
S11_1170.pgm,99.9960556,26.59794617,0.863946397,0.33131743,0.268679418,,0,0,1,1,101.5099759,0.143
S11_1171.pgm,99.93919373,31.45689964,1.187541145,0.307536924,0.213853216,1,0,0,1,1,60.82379234,0.196
S11_1175.pgm,99.99716187,38.50209045,0.863946397,0.305513182,0.238094349,1,0,0,1,1,227.3006773,0.777
S11_1177.pgm,99.998909,35.65523529,0.863946397,0.312782905,0.245654694,1,0,0,1,1,64.47374132,3
S11_1179.pgm,99.99591064,36.98486328,0.893994514,0.317035409,0.237173244,1,1,0,1,1,144.0061182,0.245
S11_1180.pgm,99.99927521,38.00524902,0.834412033,0.31401369,0.236077308,1,1,0,1,1,208.996897,0.537
S11_1183.pgm,99.99984741,34.86024857,0.893994514,0.334738004,0.248835818,1,0,0,1,1,99.56777766,3
S11_1186.pgm,99.9989624,30.94727135,0.987220609,0.329718284,0.244941391,1,1,0,1,1,95.3855342,0.144
S11_1189.pgm,99.99532318,32.69527435,1.019323299,0.331911687,0.220942296,1,0,0,1,1,31.975969,3
S11_119.pgm,0,0,0,0,0,,,0,1,1,344.3067128,0.14
S11_1199.pgm,99.98748016,29.39497757,1.027413117,0.322120831,0.234155657,1,0,0,1,1,219.9272867,0.13
S11_120.pgm,99.69595337,34.15676498,0.886418279,0.333610788,0.240968121,1,0,0,1,1,549.1378038,0.396
S11_1201.pgm,99.99971008,39.26584625,1.068440293,0.337033697,0.234178414,1,0,0,1,1,208.5623386,3
S11_1203.pgm,99.99904633,36.14686966,1.187541145,0.32431169,0.240466222,1,0,0,1,1,200.841972,0.133
S11_1204.pgm,99.99866486,34.12792587,1.15287024,0.32075098,0.227058489,1,0,0,1,1,93.36276415,0.038
S11_1205.pgm,99.98348236,32.53947067,1.258423618,0.329789288,0.248106876,1,0,0,1,1,93.84550955,0.301
S11_1213.pgm,99.98688507,27.35057449,1.135727531,0.294969639,0.193239181,,1,0,1,1,105.9717699,0.161
S11_1215.pgm,99.82594299,24.4063282,1.349916141,0.299978373,0.145857539,,1,0,1,1,234.1812769,1.18
S11_1216.pgm,99.83461761,22.50159073,1.502981761,0.29363735,0.157429422,,1,0,1,1,42.73437481,3
S11_1217.pgm,0,0,0,0,0,,,0,1,1,67.25605261,3
S11_1218.pgm,99.97894287,23.32764435,1.425421664,0.275206835,0.16259937,,0,0,1,1,30.29874896,0.638
S11_1219.pgm,99.99223328,21.68967819,1.425421664,0.275780303,0.187275908,1,0,0,1,1,278.7164386,0.121
S11_1220.pgm,0,0,0,0,0,,,0,1,1,58.4805765,3
S11_1229.pgm,0,0,0,0,0,,,0,1,1,179.5896983,0.274
S11_1231.pgm,0,0,0,0,0,,,0,1,1,186.7727701,0.266
S11_125.pgm,99.86203766,36.77374649,0.834412033,0.324410104,0.246938085,1,0,0,1,1,248.6785914,0.653
S11_1254.pgm,99.96051788,28.13429832,0.932260805,0.335539444,0.238233881,1,0,0,1,1,61.92901819,0.11
S11_1258.pgm,99.88249969,28.75728607,0.92455616,0.334783058,0.246806705,1,0,0,1,1,80.00141059,0.115
S11_1266.pgm,99.96176147,25.74198151,0.987220609,0.35408211,0.258486691,1,1,0,1,1,83.17121067,0.138
S11_1276.pgm,99.96456909,21.01052666,0.955631563,0.33706548,0.249752502,1,0,0,1,1,71.86874888,0.333
S11_1278.pgm,99.89952087,22.03068733,0.955631563,0.341513716,0.246071089,1,1,0,1,1,296.9679912,1.139
S11_1279.pgm,99.93202972,23.56630707,0.955631563,0.339464231,0.247081365,1,0,0,1,1,191.7657352,3
S11_1280.pgm,99.88077545,26.6109848,0.987220609,0.340208281,0.250481887,1,0,0,1,1,309.1426083,0.014
S11_1282.pgm,99.92868042,23.6233387,0.92455616,0.33759314,0.24492538,1,0,0,1,1,157.4998775,0.094
S11_1284.pgm,99.95435333,30.81642151,0.916851572,0.341492859,0.256890031,1,0,0,1,1,149.5408163,0.104
S11_1285.pgm,0,0,0,0,0,,,0,1,1,373.5233733,0.126
S11_1286.pgm,99.95959473,31.54051971,0.92455616,0.339856645,0.255611428,1,0,0,1,1,296.43544,0.909
S11_1287.pgm,0,0,0,0,0,,,0,1,1,422.0269654,0.127
S11_1289.pgm,99.97354126,31.33275223,0.819837411,0.33303683,0.252011098,0,0,0,1,1,92.84116108,0.365
S11_1290.pgm,99.98538208,28.58807755,0.849114955,0.330131047,0.250835953,0,0,0,1,1,39.92839464,1.236
S11_1296.pgm,0,0,0,0,0,,,0,1,1,46.10900275,0.657
S11_1299.pgm,99.99384308,38.08709335,0.955631563,0.299070699,0.215840742,1,0,0,1,1,51.31145363,0.149
S11_1304.pgm,0,0,0,0,0,,,0,1,1,36.49360222,0.578
S11_1307.pgm,99.9868927,42.99942017,0.834412033,0.276783634,0.221112049,,1,0,1,1,56.0332506,0.512
S11_1310.pgm,0,0,0,0,0,,,0,1,1,50.09134759,0.489
S11_1313.pgm,99.99918365,45.55393219,0.863946397,0.293984911,0.233616416,1,1,0,1,1,21.64431196,0.898
S11_1319.pgm,99.99536133,40.7843132,0.863946397,0.311372085,0.21908785,1,1,0,1,1,115.186726,0.091
S11_1326.pgm,99.991539,32.68105316,0.97136188,0.320387044,0.24833692,1,0,0,1,1,160.4428951,3
S11_1328.pgm,99.95274353,38.36237335,0.834412033,0.317879009,0.242502782,0,0,0,1,1,201.2869617,3
S11_1335.pgm,99.89069366,34.48087692,0.893994514,0.331033981,0.240890233,1,0,0,1,1,255.1983397,0.503
S11_1339.pgm,99.9154892,37.48764801,0.834412033,0.321675906,0.229963185,1,0,0,1,1,938.9564831,0.089
S11_134.pgm,99.99163818,24.94172859,0.97136188,0.306993892,0.239234086,0,1,0,1,1,159.824801,0.07
S11_1342.pgm,99.95238495,37.12430573,0.798200199,0.31089085,0.222564402,1,1,0,1,1,82.94800634,0.745
S11_1346.pgm,99.93753815,30.5129528,0.955631563,0.32703843,0.238663325,1,0,0,1,1,275.463806,0.094
S11_1353.pgm,99.93574524,31.51683426,0.92455616,0.312568936,0.229424827,1,1,0,1,1,140.2401804,3
S11_1374.pgm,0,0,0,0,0,,,0,1,1,65.4029484,0.906
S11_1375.pgm,0,0,0,0,0,,,0,1,1,309.4522462,3
S11_1376.pgm,0,0,0,0,0,,,0,1,1,446.3509623,3
S11_1381.pgm,99.99901581,34.41471863,1.019323299,0.331693715,0.240100416,1,1,0,1,1,192.3217821,0.89
S11_1385.pgm,0,0,0,0,0,,,0,1,1,88.13574867,0.298
S11_1390.pgm,0,0,0,0,0,,,0,1,1,61.62769341,0.292
S11_1396.pgm,0,0,0,0,0,,,0,1,1,214.2260047,0.409
S11_1397.pgm,94.24969482,26.96317673,1.276465463,0.367671568,0.245352104,,1,0,1,1,346.5059607,0.068
S11_1403.pgm,0,0,0,0,0,,,0,1,1,79.40655136,3
S11_1416.pgm,99.99358368,44.38092422,0.776884013,0.324789741,0.254172979,1,0,0,1,1,23.47335985,0.31
S11_1419.pgm,99.98771667,48.18857193,0.694444411,0.30834708,0.218894692,0,1,0,1,1,180.2267362,0.145
S11_1420.pgm,99.99306488,41.26296234,0.748890572,0.31923114,0.241809496,0,1,0,1,1,144.7525226,0.945
S11_1421.pgm,99.99167633,36.56769562,0.841731391,0.332041214,0.248394894,1,1,0,1,1,165.6146782,0.973
S11_1424.pgm,99.99524689,38.71188736,0.849114955,0.325223448,0.243835775,1,1,0,1,1,72.01909523,3
S11_1426.pgm,99.98397827,39.94761276,0.819837411,0.328139632,0.251334457,1,0,0,1,1,70.12380726,0.542
S11_1427.pgm,99.99897766,41.06925201,0.805391201,0.318702989,0.245950147,1,0,0,1,1,50.82451148,0.301
S11_1428.pgm,99.99445343,39.86038971,0.791073402,0.330538329,0.242215158,1,0,0,1,1,340.9518048,0.55
S11_1433.pgm,99.97822571,38.05834198,0.812582203,0.331356991,0.249348494,1,1,0,1,1,91.8483767,3
S11_1434.pgm,99.99076843,33.71244812,0.863946397,0.337124584,0.246946717,0,1,0,1,1,247.8877919,0.072
S11_1435.pgm,99.9427948,39.88463974,0.819837411,0.334883739,0.234808086,1,0,0,1,1,132.1430456,3
S11_1437.pgm,99.96881866,35.02537537,0.87890625,0.340182984,0.252309872,1,0,0,1,1,218.428878,0.21
S11_1440.pgm,99.95307159,37.26732254,0.834412033,0.331832966,0.246382353,1,1,0,1,1,185.4156057,1.026
S11_1444.pgm,99.837883,36.74000549,0.849114955,0.329124292,0.250026114,1,0,0,1,1,119.9292776,0.075
S11_1446.pgm,99.90225983,36.71150589,0.834412033,0.326614768,0.246438481,0,0,0,1,1,56.40434678,0.064
S11_145.pgm,99.93595123,26.58389282,1.003207629,0.305608252,0.223064805,,0,0,1,1,49.61993917,0.685
S11_1450.pgm,99.95963287,40.1674614,0.762823036,0.312851799,0.228235602,1,0,0,1,1,58.60152162,0.082
S11_1456.pgm,99.91601563,35.13493347,0.841731391,0.316144238,0.22913936,1,1,0,1,1,105.5709124,0.961
S11_1457.pgm,99.89453888,38.2818222,0.805391201,0.31146348,0.227247242,1,1,0,1,1,125.238956,3
S11_1458.pgm,99.87849426,32.3859787,0.87890625,0.30599062,0.232352346,,0,0,1,1,59.98436397,0.149
S11_1464.pgm,99.99480438,37.39496231,0.834412033,0.31626745,0.243044454,1,0,0,1,1,162.5648767,0.202
S11_1467.pgm,0,0,0,0,0,,,0,1,1,113.0470761,0.445
S11_1471.pgm,99.96035004,41.19581985,0.735086416,0.325136633,0.25223806,1,0,0,1,1,41.23794554,0.134
S11_1472.pgm,99.96312714,40.17585373,0.735086416,0.309875982,0.242357209,0,1,0,1,1,226.8242687,0.168
S11_1475.pgm,99.95298004,36.13782883,0.841731391,0.336057615,0.268701529,1,0,0,1,1,58.79929757,0.068
S11_1476.pgm,97.77506256,39.15907669,0.707863335,0.321020669,0.251395638,1,0,0,1,1,19.72266261,0.109
S11_1477.pgm,99.96928406,42.57794189,0.681153997,0.307560788,0.249129546,1,0,0,1,1,170.8455435,0.124
S11_1479.pgm,0,0,0,0,0,,,0,1,1,140.4887331,0.845
S11_148.pgm,99.99795532,39.71033096,0.629276051,0.305063107,0.203069374,,,0,1,1,89.55536641,1.304
S11_1480.pgm,0,0,0,0,0,,,0,1,1,130.0177077,0.958
S11_1482.pgm,99.6915741,38.31860352,0.776884013,0.328234725,0.23761868,1,0,0,1,1,62.88756127,0.99
S11_1484.pgm,99.95191193,36.97320557,0.762823036,0.308425482,0.230754235,1,0,0,1,1,95.07716284,1.111
S11_1485.pgm,0,0,0,0,0,,,0,1,1,278.7409837,0.847
S11_1486.pgm,99.96875763,29.43739319,0.87890625,0.338800026,0.227002609,0,0,0,1,1,427.5908248,0.105
S11_1487.pgm,0,0,0,0,0,,,0,1,1,290.6605128,0.686
S11_1488.pgm,99.90427399,28.77801704,0.87890625,0.327832717,0.199026026,1,1,0,1,1,184.507852,3
S11_1491.pgm,99.75415039,21.24403572,1.187541145,0.334005084,0.229433141,1,0,0,1,1,64.62321849,0.52
S11_1492.pgm,99.85819244,23.93142509,1.10182709,0.326999904,0.221359243,1,0,0,1,1,72.07506797,1.35
S11_1493.pgm,99.8706665,21.94664574,1.135727531,0.32374148,0.215805091,1,0,0,1,1,135.6377223,3
S11_1494.pgm,99.78497314,20.31676102,1.187541145,0.304153283,0.234922228,1,1,0,1,1,22.48158203,1.573
S11_1495.pgm,0,0,0,0,0,,,0,1,1,165.5203959,3
S11_1496.pgm,0,0,0,0,0,,,0,1,1,125.7323057,3
S11_1497.pgm,0,0,0,0,0,,,0,1,1,140.0794666,3
S11_1498.pgm,99.97054291,26.14073181,0.92455616,0.322808793,0.249361051,1,1,0,1,1,139.8300513,0.315
S11_1499.pgm,0,0,0,0,0,,,0,1,1,169.95069,3
S11_1500.pgm,0,0,0,0,0,,,0,1,1,150.1944444,3
S11_1501.pgm,0,0,0,0,0,,,0,1,1,152.2073447,3
S11_1502.pgm,0,0,0,0,0,,,0,1,1,149.7429873,3
S11_1504.pgm,0,0,0,0,0,,,0,1,1,127.21421,0.212
S11_1508.pgm,99.85356903,25.91167068,1.15287024,0.331834382,0.248386025,1,0,0,1,1,87.94228136,0.104
S11_1515.pgm,99.98973084,40.13200378,0.995182017,0.318606181,0.24242394,0,0,0,1,1,192.2502933,3
S11_1517.pgm,99.9740448,33.70126724,1.003207629,0.308360007,0.236303874,1,1,0,1,1,186.8154694,1.211
S11_1520.pgm,99.72543335,37.11653137,0.863946397,0.330242272,0.226684635,1,0,0,1,1,208.1989994,0.107
S11_1521.pgm,0,0,0,0,0,,,0,1,1,90.18778634,3
S11_1522.pgm,0,0,0,0,0,,,0,1,1,100.9692402,3
S11_1525.pgm,0,0,0,0,0,,,0,1,1,139.2172229,3
S11_1526.pgm,99.97171021,31.55508041,0.909211189,0.322065856,0.22758375,1,0,0,1,1,62.75808234,0.914
S11_1527.pgm,99.90590668,29.87768364,0.92455616,0.331368396,0.216332279,1,1,0,1,1,283.5583763,3
S11_1528.pgm,99.95214081,28.42945671,0.947798507,0.324250838,0.214940428,1,1,0,1,1,120.9168585,0.954
S11_1529.pgm,99.95843506,30.15642548,0.916851572,0.309736324,0.20479803,1,0,0,1,1,107.5691799,0.095
S11_153.pgm,99.9691925,36.41189194,0.72141067,0.310765404,0.231907283,1,0,0,1,1,322.1318969,3
S11_1530.pgm,99.93927765,31.36364746,0.893994514,0.297614265,0.171946545,1,0,0,1,1,83.03699409,0.76
S11_1531.pgm,99.87753296,30.01644897,1.003207629,0.307144387,0.177325828,0,1,0,1,1,99.75011189,3
S11_1532.pgm,99.93199921,26.59436989,1.118712979,0.331123518,0.207935506,1,0,0,1,1,24.96433596,0.798
S11_1533.pgm,0,0,0,0,0,,,0,1,1,74.12138009,3
S11_1536.pgm,0,0,0,0,0,,,0,1,1,176.8843064,0.604
S11_1539.pgm,99.9804306,41.19410324,0.667991894,0.306178427,0.23413983,1,1,0,1,1,298.0815881,0.078
S11_1542.pgm,0,0,0,0,0,,,0,1,1,187.2736127,3
S11_1551.pgm,99.93831635,33.62387466,0.762823036,0.312793646,0.230561088,1,0,0,1,1,64.16268125,0.135
S11_1552.pgm,99.91777039,30.04745483,0.87890625,0.336445396,0.248364482,1,0,0,1,1,58.79332097,3
S11_1553.pgm,99.97689056,31.52350807,0.819837411,0.325031087,0.25510711,1,0,0,1,1,76.04020322,3
S11_1554.pgm,99.9712677,35.06508636,0.72141067,0.319615711,0.23747884,1,1,0,1,1,666.569118,0.455
S11_1555.pgm,99.96903992,33.58303452,0.741956391,0.31063437,0.246176792,1,0,0,1,1,264.8427768,0.128
S11_1556.pgm,99.90538025,32.63514709,0.791073402,0.323710134,0.227914892,1,1,0,1,1,185.1678211,0.079
S11_1558.pgm,99.9414978,28.84820175,0.863946397,0.312078937,0.245042195,1,0,0,1,1,98.46323305,3
S11_1559.pgm,99.94181824,30.90229416,0.834412033,0.324103932,0.25348649,1,0,0,1,1,303.5145815,3
S11_1561.pgm,99.8859024,29.50569153,0.863946397,0.33077618,0.248714981,1,0,0,1,1,23.58289562,0.804
S11_1562.pgm,99.94120789,27.84865761,0.909211189,0.335340653,0.241215507,1,1,0,1,1,209.3246516,0.146
S11_1563.pgm,99.91633606,29.64372253,0.834412033,0.328867746,0.244601035,1,0,0,1,1,30.48740114,0.083
S11_1564.pgm,99.93351746,29.40976715,0.805391201,0.326921346,0.236713315,0,1,0,1,1,125.0823579,3
S11_1565.pgm,99.86296844,32.33319855,0.707863335,0.308799267,0.219436076,1,0,0,1,1,11.5788964,1.462
S11_1566.pgm,99.80841064,31.13566017,0.72141067,0.320911833,0.212950674,1,0,0,1,1,183.2159359,3
S11_1567.pgm,0,0,0,0,0,,,0,1,1,303.0653023,3
S11_1568.pgm,99.19960022,33.048172,0.667991894,0.304810453,0.230404711,1,1,0,1,1,277.0556402,0.357
S11_1569.pgm,0,0,0,0,0,,,0,1,1,280.6213091,3
S11_1570.pgm,0,0,0,0,0,,,0,1,1,252.5069437,3
S11_1571.pgm,0,0,0,0,0,,,0,1,1,236.2029063,3
S11_1572.pgm,0,0,0,0,0,,,0,1,1,200.9194607,3
S11_1573.pgm,0,0,0,0,0,,,0,1,1,179.951413,3
S11_1574.pgm,0,0,0,0,0,,,0,1,1,173.0844919,3
S11_1575.pgm,0,0,0,0,0,,,0,1,1,172.7509703,0.45
S11_1580.pgm,99.85587311,39.33600235,0.834412033,0.327724949,0.245048186,1,0,0,1,1,45.63684077,1.193
S11_1589.pgm,99.92962646,46.39159012,0.834412033,0.329972648,0.251607925,1,0,0,1,1,187.4723846,3
S11_1595.pgm,99.9899292,32.37611771,0.909211189,0.326640668,0.260552823,1,0,0,1,1,35.52772122,1.005
S11_1596.pgm,99.55156708,31.68483353,0.87890625,0.326946779,0.266094101,1,1,0,1,1,70.14354263,3
S11_1603.pgm,99.99188995,30.20393562,1.011233361,0.349884977,0.247032861,1,0,0,1,1,92.12384693,0.137
S11_1604.pgm,99.96759033,28.93883324,1.068440293,0.337426015,0.257200263,1,0,0,1,1,159.8871611,0.219
S11_1606.pgm,99.97159576,30.67593956,1.035567139,0.357367914,0.288399439,0,0,0,1,1,26.72185939,0.723
S11_1611.pgm,99.9432373,29.59206963,1.019323299,0.359118428,0.290384058,1,0,0,1,1,80.68612087,0.827
S11_1613.pgm,99.98377228,32.02643585,0.92455616,0.341225031,0.28570699,1,0,0,1,1,37.78426936,3
S11_1616.pgm,99.97270966,30.82174301,0.92455616,0.344753391,0.250609807,1,0,0,1,1,165.3125982,3
S11_1618.pgm,99.9519577,33.8589859,0.87890625,0.347450555,0.248577402,1,1,0,1,1,83.05096944,3
S11_1619.pgm,99.86105347,30.90452003,0.955631563,0.340903863,0.264322708,1,0,0,1,1,71.23438205,3
S11_1621.pgm,0,0,0,0,0,,,0,1,1,117.239508,0.936
S11_1622.pgm,89.73220062,39.66473389,0.681153997,0.257295588,0.227948126,1,1,0,1,1,82.83044122,0.133
S11_1623.pgm,99.91503906,33.45793152,0.856498573,0.322589315,0.248488913,,1,0,1,1,42.44362554,0.133
S11_1624.pgm,0,0,0,0,0,,,0,1,1,156.2367958,1.312
S11_1625.pgm,99.83098602,33.69124222,0.776884013,0.349213541,0.258632254,1,0,0,1,1,353.3453733,3
S11_1626.pgm,0,0,0,0,0,,,0,1,1,207.8663166,1.309
S11_1627.pgm,0,0,0,0,0,,,0,1,1,187.7470261,1.319
S11_1628.pgm,99.80973816,34.7362175,0.805391201,0.340140877,0.256939445,1,1,0,1,1,342.4827909,0.042
S11_1629.pgm,0,0,0,0,0,,,0,1,1,231.1022165,1.237
S11_1630.pgm,99.85865784,30.08950615,0.863946397,0.331940133,0.252133649,1,0,0,1,1,143.5196245,0.726
S11_1631.pgm,0,0,0,0,0,,,0,1,1,411.1324579,1.136
S11_1632.pgm,99.97628021,28.8976841,0.819837411,0.336858072,0.25385102,1,0,0,1,1,177.1766992,0.35
S11_1633.pgm,0,0,0,0,0,,,0,1,1,506.0185987,3
S11_1634.pgm,0,0,0,0,0,,,0,1,1,578.2742937,3
S11_1635.pgm,0,0,0,0,0,,,0,1,1,559.8398324,3
S11_1636.pgm,0,0,0,0,0,,,0,1,1,560.8289681,3
S11_1637.pgm,99.76285553,32.76489639,0.667991894,0.296579653,0.209858882,1,1,0,1,1,95.29710698,0.32
S11_1638.pgm,0,0,0,0,0,,,0,1,1,557.3570093,3
S11_1639.pgm,99.78450775,31.31551743,0.762823036,0.331234249,0.223664538,1,0,0,1,1,226.8049239,3
S11_1640.pgm,0,0,0,0,0,,,0,1,1,528.517592,3
S11_1641.pgm,0,0,0,0,0,,,0,1,1,434.149558,3
S11_1642.pgm,99.68273926,26.5960865,0.748890572,0.325732862,0.255037317,1,1,0,1,1,51.70008299,0.524
S11_1643.pgm,0,0,0,0,0,,,0,1,1,464.1630859,3
S11_1644.pgm,0,0,0,0,0,,,0,1,1,464.1630859,3
S11_1657.pgm,99.78553772,15.82422256,0.963464619,0.335294561,0.270116782,1,0,0,1,1,63.85864247,0.217
S11_1662.pgm,99.89878845,37.35533524,0.871394221,0.332464122,0.26654936,1,0,0,1,1,34.04897759,0.538
S11_167.pgm,0,0,0,0,0,,,0,1,1,79.52018111,0.384
S11_1672.pgm,99.9985199,34.06112289,0.819837411,0.322050022,0.235196663,1,1,0,1,1,113.5525902,1.164
S11_1678.pgm,99.79691315,28.95570374,1.019323299,0.313609215,0.24112196,1,1,0,1,1,273.0498378,0.219
S11_1681.pgm,0,0,0,0,0,,,0,1,1,99.37447536,0.784
S11_1682.pgm,99.96750641,33.73340225,0.863946397,0.31406174,0.245389494,1,0,0,1,1,110.9304366,0.069
S11_1684.pgm,99.96076965,35.76603699,0.819837411,0.317181285,0.249034955,1,0,0,1,1,208.2023466,3
S11_1685.pgm,99.95906067,32.98522568,0.893994514,0.313473997,0.249555988,1,0,0,1,1,127.7282895,0.521
S11_1688.pgm,99.92222595,28.95764732,1.035567139,0.336030866,0.273325292,1,1,0,1,1,394.6511145,0.885
S11_1689.pgm,99.94379425,28.02149963,1.076722725,0.349058016,0.276511439,0,1,0,1,1,156.1245388,3
S11_1690.pgm,99.93871307,26.57319069,1.135727531,0.340285562,0.272647248,1,0,0,1,1,13.24780909,3
S11_1692.pgm,99.9618454,27.38918877,1.085069362,0.35277821,0.293335286,1,1,0,1,1,165.7068326,1.233
S11_1694.pgm,99.9753952,34.90942383,0.819837411,0.31230282,0.207942244,,0,0,1,1,160.2118656,3
S11_1695.pgm,99.95269012,35.0516243,0.834412033,0.315781941,0.221741425,0,1,0,1,1,406.7984513,0.589
S11_1696.pgm,99.91272736,32.52285385,0.87890625,0.31623008,0.223920926,1,0,0,1,1,159.6272569,3
S11_1697.pgm,99.92980957,33.27576447,0.87890625,0.330990044,0.235703225,1,1,0,1,1,307.3759374,3
S11_1698.pgm,99.72956848,33.527668,0.863946397,0.327288737,0.255092195,1,0,0,1,1,147.8519014,0.023
S11_1699.pgm,99.86721039,34.75381851,0.805391201,0.309256313,0.230273519,1,0,0,1,1,50.5042911,0.042
