,Face1,Face2,MatchScore
0,S10_54.pgm,S27_54.pgm,2.217
0,S10_54.pgm,S28_54.pgm,1.235
0,S10_54.pgm,S29_54.pgm,100
0,S10_54.pgm,S30_54.pgm,2.24
0,S11_54.pgm,S12_54.pgm,1.212
0,S11_54.pgm,S13_54.pgm,0.79
0,S11_54.pgm,S14_54.pgm,1.707
0,S11_54.pgm,S15_54.pgm,0.956
0,S11_54.pgm,S16_54.pgm,0.995
0,S11_54.pgm,S17_54.pgm,1.777
0,S11_54.pgm,S18_54.pgm,1.225
0,S11_54.pgm,S19_54.pgm,0.768
0,S11_54.pgm,S20_54.pgm,1.302
0,S11_54.pgm,S21_54.pgm,1.271
0,S11_54.pgm,S22_54.pgm,1.192
0,S11_54.pgm,S23_54.pgm,1.24
0,S11_54.pgm,S24_54.pgm,100
0,S11_54.pgm,S25_54.pgm,0.715
0,S11_54.pgm,S26_54.pgm,1.274
0,S11_54.pgm,S27_54.pgm,1.381
0,S11_54.pgm,S28_54.pgm,1.415
0,S11_54.pgm,S29_54.pgm,100
0,S11_54.pgm,S30_54.pgm,1.112
0,S12_54.pgm,S13_54.pgm,1.962
0,S12_54.pgm,S14_54.pgm,1.806
0,S12_54.pgm,S15_54.pgm,1.409
0,S12_54.pgm,S16_54.pgm,1.443
0,S12_54.pgm,S17_54.pgm,1.604
0,S12_54.pgm,S18_54.pgm,0.382
0,S12_54.pgm,S19_54.pgm,1.405
0,S12_54.pgm,S20_54.pgm,1.254
0,S12_54.pgm,S21_54.pgm,0.397
0,S12_54.pgm,S22_54.pgm,0.405
0,S12_54.pgm,S23_54.pgm,1.436
0,S12_54.pgm,S24_54.pgm,100
0,S12_54.pgm,S25_54.pgm,1.572
0,S12_54.pgm,S26_54.pgm,0.142
0,S12_54.pgm,S27_54.pgm,0.471
0,S12_54.pgm,S28_54.pgm,2.182
0,S12_54.pgm,S29_54.pgm,100
0,S12_54.pgm,S30_54.pgm,0.768
0,S13_54.pgm,S14_54.pgm,1.787
0,S13_54.pgm,S15_54.pgm,0.521
0,S13_54.pgm,S16_54.pgm,1.174
0,S13_54.pgm,S17_54.pgm,1.759
0,S13_54.pgm,S18_54.pgm,1.928
0,S13_54.pgm,S19_54.pgm,0.549
0,S13_54.pgm,S20_54.pgm,1.784
0,S13_54.pgm,S21_54.pgm,1.708
0,S13_54.pgm,S22_54.pgm,1.855
0,S13_54.pgm,S23_54.pgm,1.337
0,S13_54.pgm,S24_54.pgm,100
0,S13_54.pgm,S25_54.pgm,1.172
0,S13_54.pgm,S26_54.pgm,1.909
0,S13_54.pgm,S27_54.pgm,1.798
0,S13_54.pgm,S28_54.pgm,1.282
0,S13_54.pgm,S29_54.pgm,100
0,S13_54.pgm,S30_54.pgm,1.797
0,S14_54.pgm,S15_54.pgm,1.565
0,S14_54.pgm,S16_54.pgm,1.735
0,S14_54.pgm,S17_54.pgm,1.834
0,S14_54.pgm,S18_54.pgm,1.974
0,S14_54.pgm,S19_54.pgm,1.603
0,S14_54.pgm,S20_54.pgm,1.551
0,S14_54.pgm,S21_54.pgm,2.06
0,S14_54.pgm,S22_54.pgm,1.937
0,S14_54.pgm,S23_54.pgm,0.944
0,S14_54.pgm,S24_54.pgm,100
0,S14_54.pgm,S25_54.pgm,1.214
0,S14_54.pgm,S26_54.pgm,1.826
0,S14_54.pgm,S27_54.pgm,1.813
0,S14_54.pgm,S28_54.pgm,1.418
0,S14_54.pgm,S29_54.pgm,100
0,S14_54.pgm,S30_54.pgm,1.787
0,S15_54.pgm,S16_54.pgm,0.91
0,S15_54.pgm,S17_54.pgm,1.493
0,S15_54.pgm,S18_54.pgm,1.513
0,S15_54.pgm,S19_54.pgm,0.672
0,S15_54.pgm,S20_54.pgm,1.54
0,S15_54.pgm,S21_54.pgm,1.368
0,S15_54.pgm,S22_54.pgm,1.677
0,S15_54.pgm,S23_54.pgm,1.294
0,S15_54.pgm,S24_54.pgm,100
0,S15_54.pgm,S25_54.pgm,1.134
0,S15_54.pgm,S26_54.pgm,1.496
0,S15_54.pgm,S27_54.pgm,1.41
0,S15_54.pgm,S28_54.pgm,1.038
0,S15_54.pgm,S29_54.pgm,100
0,S15_54.pgm,S30_54.pgm,1.52
0,S16_54.pgm,S17_54.pgm,1.719
0,S16_54.pgm,S18_54.pgm,1.615
0,S16_54.pgm,S19_54.pgm,1.45
0,S16_54.pgm,S20_54.pgm,1.765
0,S16_54.pgm,S21_54.pgm,1.831
0,S16_54.pgm,S22_54.pgm,1.531
0,S16_54.pgm,S23_54.pgm,1.182
0,S16_54.pgm,S24_54.pgm,100
0,S16_54.pgm,S25_54.pgm,1.297
0,S16_54.pgm,S26_54.pgm,1.618
0,S16_54.pgm,S27_54.pgm,1.898
0,S16_54.pgm,S28_54.pgm,1.222
0,S16_54.pgm,S29_54.pgm,100
0,S16_54.pgm,S30_54.pgm,2.1
0,S17_54.pgm,S18_54.pgm,1.201
0,S17_54.pgm,S19_54.pgm,1.43
0,S17_54.pgm,S20_54.pgm,0.645
0,S17_54.pgm,S21_54.pgm,1.282
0,S17_54.pgm,S22_54.pgm,1.615
0,S17_54.pgm,S23_54.pgm,1.448
0,S17_54.pgm,S24_54.pgm,100
0,S17_54.pgm,S25_54.pgm,2.027
0,S17_54.pgm,S26_54.pgm,1.328
0,S17_54.pgm,S27_54.pgm,1.599
0,S17_54.pgm,S28_54.pgm,2.397
0,S17_54.pgm,S29_54.pgm,100
0,S17_54.pgm,S30_54.pgm,1.114
0,S18_54.pgm,S19_54.pgm,1.366
0,S18_54.pgm,S20_54.pgm,0.898
0,S18_54.pgm,S21_54.pgm,0.584
0,S18_54.pgm,S22_54.pgm,0.566
0,S18_54.pgm,S23_54.pgm,1.283
0,S18_54.pgm,S24_54.pgm,100
0,S18_54.pgm,S25_54.pgm,1.611
0,S18_54.pgm,S26_54.pgm,0.24
0,S18_54.pgm,S27_54.pgm,0.575
0,S18_54.pgm,S28_54.pgm,2.208
0,S18_54.pgm,S29_54.pgm,100
0,S18_54.pgm,S30_54.pgm,0.711
0,S19_54.pgm,S20_54.pgm,1.061
0,S19_54.pgm,S21_54.pgm,1.042
0,S19_54.pgm,S22_54.pgm,1.74
0,S19_54.pgm,S23_54.pgm,1.236
0,S19_54.pgm,S24_54.pgm,100
0,S19_54.pgm,S25_54.pgm,1.186
0,S19_54.pgm,S26_54.pgm,1.392
0,S19_54.pgm,S27_54.pgm,1.103
0,S19_54.pgm,S28_54.pgm,1.741
0,S19_54.pgm,S29_54.pgm,100
0,S19_54.pgm,S30_54.pgm,1.244
0,S20_54.pgm,S21_54.pgm,1.157
0,S20_54.pgm,S22_54.pgm,1.39
0,S20_54.pgm,S23_54.pgm,1.378
0,S20_54.pgm,S24_54.pgm,100
0,S20_54.pgm,S25_54.pgm,1.228
0,S20_54.pgm,S26_54.pgm,1.108
0,S20_54.pgm,S27_54.pgm,1.093
0,S20_54.pgm,S28_54.pgm,2.087
0,S20_54.pgm,S29_54.pgm,100
0,S20_54.pgm,S30_54.pgm,0.909
0,S21_54.pgm,S22_54.pgm,0.732
0,S21_54.pgm,S23_54.pgm,1.639
0,S21_54.pgm,S24_54.pgm,100
0,S21_54.pgm,S25_54.pgm,1.731
0,S21_54.pgm,S26_54.pgm,0.302
0,S21_54.pgm,S27_54.pgm,0.354
0,S21_54.pgm,S28_54.pgm,2.419
0,S21_54.pgm,S29_54.pgm,100
0,S21_54.pgm,S30_54.pgm,0.369
0,S22_54.pgm,S23_54.pgm,1.692
0,S22_54.pgm,S24_54.pgm,100
0,S22_54.pgm,S25_54.pgm,1.388
0,S22_54.pgm,S26_54.pgm,0.268
0,S22_54.pgm,S27_54.pgm,0.632
0,S22_54.pgm,S28_54.pgm,1.997
0,S22_54.pgm,S29_54.pgm,100
0,S22_54.pgm,S30_54.pgm,0.885
0,S23_54.pgm,S24_54.pgm,100
0,S23_54.pgm,S25_54.pgm,1.185
0,S23_54.pgm,S26_54.pgm,1.459
0,S23_54.pgm,S27_54.pgm,1.63
0,S23_54.pgm,S28_54.pgm,1.993
0,S23_54.pgm,S29_54.pgm,100
0,S23_54.pgm,S30_54.pgm,1.583
0,S24_54.pgm,S25_54.pgm,100
0,S24_54.pgm,S26_54.pgm,100
0,S24_54.pgm,S27_54.pgm,100
0,S24_54.pgm,S28_54.pgm,100
0,S24_54.pgm,S29_54.pgm,100
0,S24_54.pgm,S30_54.pgm,100
0,S25_54.pgm,S26_54.pgm,1.584
0,S25_54.pgm,S27_54.pgm,1.351
0,S25_54.pgm,S28_54.pgm,0.81
0,S25_54.pgm,S29_54.pgm,100
0,S25_54.pgm,S30_54.pgm,1.373
0,S26_54.pgm,S27_54.pgm,0.352
0,S26_54.pgm,S28_54.pgm,2.162
0,S26_54.pgm,S29_54.pgm,100
0,S26_54.pgm,S30_54.pgm,0.553
0,S27_54.pgm,S28_54.pgm,2.088
0,S27_54.pgm,S29_54.pgm,100
0,S27_54.pgm,S30_54.pgm,0.745
0,S28_54.pgm,S29_54.pgm,100
0,S28_54.pgm,S30_54.pgm,2.324
0,S29_54.pgm,S30_54.pgm,100
0,S01_55.pgm,S02_55.pgm,100
0,S01_55.pgm,S03_55.pgm,0.937
0,S01_55.pgm,S04_55.pgm,1.779
0,S01_55.pgm,S05_55.pgm,1.116
0,S01_55.pgm,S06_55.pgm,1.024
0,S01_55.pgm,S07_55.pgm,1.523
0,S01_55.pgm,S09_55.pgm,0.815
0,S01_55.pgm,S10_55.pgm,2.065
0,S01_55.pgm,S11_55.pgm,1.063
0,S01_55.pgm,S12_55.pgm,0.456
0,S01_55.pgm,S13_55.pgm,1.615
0,S01_55.pgm,S14_55.pgm,1.268
0,S01_55.pgm,S15_55.pgm,1.268
0,S01_55.pgm,S16_55.pgm,1.521
0,S01_55.pgm,S17_55.pgm,1.09
0,S01_55.pgm,S18_55.pgm,0.708
0,S01_55.pgm,S19_55.pgm,1.091
0,S01_55.pgm,S20_55.pgm,1.147
0,S01_55.pgm,S21_55.pgm,0.48
0,S01_55.pgm,S22_55.pgm,0.68
0,S01_55.pgm,S23_55.pgm,1.239
0,S01_55.pgm,S24_55.pgm,100
0,S01_55.pgm,S25_55.pgm,1.293
0,S01_55.pgm,S26_55.pgm,0.506
0,S01_55.pgm,S27_55.pgm,0.633
0,S01_55.pgm,S28_55.pgm,1.989
0,S01_55.pgm,S29_55.pgm,100
0,S01_55.pgm,S30_55.pgm,0.49
0,S02_55.pgm,S03_55.pgm,100
0,S02_55.pgm,S04_55.pgm,100
0,S02_55.pgm,S05_55.pgm,100
0,S02_55.pgm,S06_55.pgm,100
0,S02_55.pgm,S07_55.pgm,100
0,S02_55.pgm,S09_55.pgm,100
0,S02_55.pgm,S10_55.pgm,100
0,S02_55.pgm,S11_55.pgm,100
0,S02_55.pgm,S12_55.pgm,100
0,S02_55.pgm,S13_55.pgm,100
0,S02_55.pgm,S14_55.pgm,100
0,S02_55.pgm,S15_55.pgm,100
0,S02_55.pgm,S16_55.pgm,100
0,S02_55.pgm,S17_55.pgm,100
0,S02_55.pgm,S18_55.pgm,100
0,S02_55.pgm,S19_55.pgm,100
0,S02_55.pgm,S20_55.pgm,100
0,S02_55.pgm,S21_55.pgm,100
0,S02_55.pgm,S22_55.pgm,100
0,S02_55.pgm,S23_55.pgm,100
0,S02_55.pgm,S24_55.pgm,100
0,S02_55.pgm,S25_55.pgm,100
0,S02_55.pgm,S26_55.pgm,100
0,S02_55.pgm,S27_55.pgm,100
0,S02_55.pgm,S28_55.pgm,100
0,S02_55.pgm,S29_55.pgm,100
0,S02_55.pgm,S30_55.pgm,100
0,S03_55.pgm,S04_55.pgm,1.699
0,S03_55.pgm,S05_55.pgm,1.541
0,S03_55.pgm,S06_55.pgm,1.588
0,S03_55.pgm,S07_55.pgm,2.154
0,S03_55.pgm,S09_55.pgm,1.593
0,S03_55.pgm,S10_55.pgm,1.931
0,S03_55.pgm,S11_55.pgm,1.139
0,S03_55.pgm,S12_55.pgm,0.884
0,S03_55.pgm,S13_55.pgm,1.705
0,S03_55.pgm,S14_55.pgm,1.431
0,S03_55.pgm,S15_55.pgm,1.8
0,S03_55.pgm,S16_55.pgm,1.559
0,S03_55.pgm,S17_55.pgm,1.73
0,S03_55.pgm,S18_55.pgm,1.15
0,S03_55.pgm,S19_55.pgm,1.575
0,S03_55.pgm,S20_55.pgm,1.418
0,S03_55.pgm,S21_55.pgm,1.331
0,S03_55.pgm,S22_55.pgm,0.897
0,S03_55.pgm,S23_55.pgm,1.083
0,S03_55.pgm,S24_55.pgm,100
0,S03_55.pgm,S25_55.pgm,0.925
0,S03_55.pgm,S26_55.pgm,1.019
0,S03_55.pgm,S27_55.pgm,1.178
0,S03_55.pgm,S28_55.pgm,1.386
0,S03_55.pgm,S29_55.pgm,100
0,S03_55.pgm,S30_55.pgm,1.269
0,S04_55.pgm,S05_55.pgm,1.654
0,S04_55.pgm,S06_55.pgm,1.788
0,S04_55.pgm,S07_55.pgm,1.801
0,S04_55.pgm,S09_55.pgm,1.304
0,S04_55.pgm,S10_55.pgm,1.737
0,S04_55.pgm,S11_55.pgm,1.616
0,S04_55.pgm,S12_55.pgm,1.488
0,S04_55.pgm,S13_55.pgm,1.913
0,S04_55.pgm,S14_55.pgm,2.48
0,S04_55.pgm,S15_55.pgm,1.77
0,S04_55.pgm,S16_55.pgm,1.716
0,S04_55.pgm,S17_55.pgm,2.18
0,S04_55.pgm,S18_55.pgm,1.721
0,S04_55.pgm,S19_55.pgm,1.74
0,S04_55.pgm,S20_55.pgm,2.124
0,S04_55.pgm,S21_55.pgm,1.606
0,S04_55.pgm,S22_55.pgm,1.644
0,S04_55.pgm,S23_55.pgm,1.988
0,S04_55.pgm,S24_55.pgm,100
0,S04_55.pgm,S25_55.pgm,2.163
0,S04_55.pgm,S26_55.pgm,1.641
0,S04_55.pgm,S27_55.pgm,2.115
0,S04_55.pgm,S28_55.pgm,2.421
0,S04_55.pgm,S29_55.pgm,100
0,S04_55.pgm,S30_55.pgm,1.802
0,S05_55.pgm,S06_55.pgm,0.318
0,S05_55.pgm,S07_55.pgm,0.837
0,S05_55.pgm,S09_55.pgm,1.466
0,S05_55.pgm,S10_55.pgm,1.068
0,S05_55.pgm,S11_55.pgm,1.049
0,S05_55.pgm,S12_55.pgm,1.403
0,S05_55.pgm,S13_55.pgm,0.952
0,S05_55.pgm,S14_55.pgm,1.096
0,S05_55.pgm,S15_55.pgm,0.729
0,S05_55.pgm,S16_55.pgm,1.193
0,S05_55.pgm,S17_55.pgm,1.155
0,S05_55.pgm,S18_55.pgm,1.701
0,S05_55.pgm,S19_55.pgm,0.598
0,S05_55.pgm,S20_55.pgm,1.366
0,S05_55.pgm,S21_55.pgm,1.198
0,S05_55.pgm,S22_55.pgm,1.533
0,S05_55.pgm,S23_55.pgm,1.563
0,S05_55.pgm,S24_55.pgm,100
0,S05_55.pgm,S25_55.pgm,1.394
0,S05_55.pgm,S26_55.pgm,1.349
0,S05_55.pgm,S27_55.pgm,1.738
0,S05_55.pgm,S28_55.pgm,1.792
0,S05_55.pgm,S29_55.pgm,100
0,S05_55.pgm,S30_55.pgm,1.308
0,S06_55.pgm,S07_55.pgm,1.099
0,S06_55.pgm,S09_55.pgm,1.556
0,S06_55.pgm,S10_55.pgm,1.409
0,S06_55.pgm,S11_55.pgm,1.013
0,S06_55.pgm,S12_55.pgm,1.372
0,S06_55.pgm,S13_55.pgm,0.778
0,S06_55.pgm,S14_55.pgm,1.286
0,S06_55.pgm,S15_55.pgm,0.748
0,S06_55.pgm,S16_55.pgm,1.214
0,S06_55.pgm,S17_55.pgm,1.33
0,S06_55.pgm,S18_55.pgm,1.499
0,S06_55.pgm,S19_55.pgm,0.676
0,S06_55.pgm,S20_55.pgm,1.585
0,S06_55.pgm,S21_55.pgm,0.966
0,S06_55.pgm,S22_55.pgm,1.492
0,S06_55.pgm,S23_55.pgm,1.341
0,S06_55.pgm,S24_55.pgm,100
0,S06_55.pgm,S25_55.pgm,1.314
0,S06_55.pgm,S26_55.pgm,1.375
0,S06_55.pgm,S27_55.pgm,1.587
0,S06_55.pgm,S28_55.pgm,1.802
0,S06_55.pgm,S29_55.pgm,100
0,S06_55.pgm,S30_55.pgm,1.24
0,S07_55.pgm,S09_55.pgm,1.683
0,S07_55.pgm,S10_55.pgm,0.778
0,S07_55.pgm,S11_55.pgm,1.494
0,S07_55.pgm,S12_55.pgm,1.485
0,S07_55.pgm,S13_55.pgm,1.345
0,S07_55.pgm,S14_55.pgm,1.448
0,S07_55.pgm,S15_55.pgm,0.835
0,S07_55.pgm,S16_55.pgm,1.735
0,S07_55.pgm,S17_55.pgm,1.246
0,S07_55.pgm,S18_55.pgm,1.518
0,S07_55.pgm,S19_55.pgm,0.569
0,S07_55.pgm,S20_55.pgm,1.184
0,S07_55.pgm,S21_55.pgm,1.281
0,S07_55.pgm,S22_55.pgm,2.001
0,S07_55.pgm,S23_55.pgm,1.427
0,S07_55.pgm,S24_55.pgm,100
0,S07_55.pgm,S25_55.pgm,1.877
0,S07_55.pgm,S26_55.pgm,1.548
0,S07_55.pgm,S27_55.pgm,1.484
0,S07_55.pgm,S28_55.pgm,2.19
0,S07_55.pgm,S29_55.pgm,100
0,S07_55.pgm,S30_55.pgm,1.528
0,S09_55.pgm,S10_55.pgm,2.138
0,S09_55.pgm,S11_55.pgm,1.214
0,S09_55.pgm,S12_55.pgm,0.574
0,S09_55.pgm,S13_55.pgm,2.067
0,S09_55.pgm,S14_55.pgm,2.318
0,S09_55.pgm,S15_55.pgm,1.779
0,S09_55.pgm,S16_55.pgm,1.487
0,S09_55.pgm,S17_55.pgm,1.793
0,S09_55.pgm,S18_55.pgm,0.821
0,S09_55.pgm,S19_55.pgm,1.596
0,S09_55.pgm,S20_55.pgm,1.503
0,S09_55.pgm,S21_55.pgm,0.642
0,S09_55.pgm,S22_55.pgm,0.421
0,S09_55.pgm,S23_55.pgm,2.005
0,S09_55.pgm,S24_55.pgm,100
0,S09_55.pgm,S25_55.pgm,1.636
0,S09_55.pgm,S26_55.pgm,0.462
0,S09_55.pgm,S27_55.pgm,0.712
0,S09_55.pgm,S28_55.pgm,2.27
0,S09_55.pgm,S29_55.pgm,100
0,S09_55.pgm,S30_55.pgm,0.931
0,S10_55.pgm,S11_55.pgm,1.331
0,S10_55.pgm,S12_55.pgm,1.912
0,S10_55.pgm,S13_55.pgm,1.177
0,S10_55.pgm,S14_55.pgm,1.497
0,S10_55.pgm,S15_55.pgm,0.936
0,S10_55.pgm,S16_55.pgm,1.226
0,S10_55.pgm,S17_55.pgm,1.799
0,S10_55.pgm,S18_55.pgm,1.844
0,S10_55.pgm,S19_55.pgm,1.18
0,S10_55.pgm,S20_55.pgm,1.624
0,S10_55.pgm,S21_55.pgm,2.162
0,S10_55.pgm,S22_55.pgm,2.197
0,S10_55.pgm,S23_55.pgm,1.509
0,S10_55.pgm,S24_55.pgm,100
0,S10_55.pgm,S25_55.pgm,1.729
0,S10_55.pgm,S26_55.pgm,2.042
0,S10_55.pgm,S27_55.pgm,2.208
0,S10_55.pgm,S28_55.pgm,1.53
0,S10_55.pgm,S29_55.pgm,100
0,S10_55.pgm,S30_55.pgm,2.279
0,S11_55.pgm,S12_55.pgm,1.322
0,S11_55.pgm,S13_55.pgm,0.853
0,S11_55.pgm,S14_55.pgm,1.916
0,S11_55.pgm,S15_55.pgm,1.148
0,S11_55.pgm,S16_55.pgm,0.86
0,S11_55.pgm,S17_55.pgm,1.728
0,S11_55.pgm,S18_55.pgm,1.37
0,S11_55.pgm,S19_55.pgm,0.944
0,S11_55.pgm,S20_55.pgm,1.243
0,S11_55.pgm,S21_55.pgm,1.39
0,S11_55.pgm,S22_55.pgm,1.294
0,S11_55.pgm,S23_55.pgm,1.245
0,S11_55.pgm,S24_55.pgm,100
0,S11_55.pgm,S25_55.pgm,0.684
0,S11_55.pgm,S26_55.pgm,1.41
0,S11_55.pgm,S27_55.pgm,1.539
0,S11_55.pgm,S28_55.pgm,1.416
0,S11_55.pgm,S29_55.pgm,100
0,S11_55.pgm,S30_55.pgm,1.253
0,S12_55.pgm,S13_55.pgm,2.1
0,S12_55.pgm,S14_55.pgm,1.735
0,S12_55.pgm,S15_55.pgm,1.345
0,S12_55.pgm,S16_55.pgm,1.452
0,S12_55.pgm,S17_55.pgm,1.651
0,S12_55.pgm,S18_55.pgm,0.397
0,S12_55.pgm,S19_55.pgm,1.399
0,S12_55.pgm,S20_55.pgm,1.394
0,S12_55.pgm,S21_55.pgm,0.402
0,S12_55.pgm,S22_55.pgm,0.441
0,S12_55.pgm,S23_55.pgm,1.407
0,S12_55.pgm,S24_55.pgm,100
0,S12_55.pgm,S25_55.pgm,1.607
0,S12_55.pgm,S26_55.pgm,0.159
0,S12_55.pgm,S27_55.pgm,0.425
0,S12_55.pgm,S28_55.pgm,1.978
0,S12_55.pgm,S29_55.pgm,100
0,S12_55.pgm,S30_55.pgm,0.73
0,S13_55.pgm,S14_55.pgm,1.143
0,S13_55.pgm,S15_55.pgm,0.612
0,S13_55.pgm,S16_55.pgm,1.204
0,S13_55.pgm,S17_55.pgm,1.586
0,S13_55.pgm,S18_55.pgm,2.092
0,S13_55.pgm,S19_55.pgm,0.601
0,S13_55.pgm,S20_55.pgm,1.619
0,S13_55.pgm,S21_55.pgm,1.789
0,S13_55.pgm,S22_55.pgm,2.028
0,S13_55.pgm,S23_55.pgm,1.305
0,S13_55.pgm,S24_55.pgm,100
0,S13_55.pgm,S25_55.pgm,1.026
0,S13_55.pgm,S26_55.pgm,2.107
0,S13_55.pgm,S27_55.pgm,1.926
0,S13_55.pgm,S28_55.pgm,1.256
0,S13_55.pgm,S29_55.pgm,100
0,S13_55.pgm,S30_55.pgm,1.915
0,S14_55.pgm,S15_55.pgm,1.091
0,S14_55.pgm,S16_55.pgm,1.757
0,S14_55.pgm,S17_55.pgm,1.184
0,S14_55.pgm,S18_55.pgm,2.059
0,S14_55.pgm,S19_55.pgm,1.229
0,S14_55.pgm,S20_55.pgm,1.502
0,S14_55.pgm,S21_55.pgm,1.917
0,S14_55.pgm,S22_55.pgm,2.071
0,S14_55.pgm,S23_55.pgm,1.078
0,S14_55.pgm,S24_55.pgm,100
0,S14_55.pgm,S25_55.pgm,1.567
0,S14_55.pgm,S26_55.pgm,1.82
0,S14_55.pgm,S27_55.pgm,1.724
0,S14_55.pgm,S28_55.pgm,1.698
0,S14_55.pgm,S29_55.pgm,100
0,S14_55.pgm,S30_55.pgm,1.822
0,S15_55.pgm,S16_55.pgm,0.986
0,S15_55.pgm,S17_55.pgm,1.368
0,S15_55.pgm,S18_55.pgm,1.544
0,S15_55.pgm,S19_55.pgm,0.597
0,S15_55.pgm,S20_55.pgm,1.385
0,S15_55.pgm,S21_55.pgm,1.304
0,S15_55.pgm,S22_55.pgm,1.795
0,S15_55.pgm,S23_55.pgm,1.425
0,S15_55.pgm,S24_55.pgm,100
0,S15_55.pgm,S25_55.pgm,1.359
0,S15_55.pgm,S26_55.pgm,1.533
0,S15_55.pgm,S27_55.pgm,1.46
0,S15_55.pgm,S28_55.pgm,1.143
0,S15_55.pgm,S29_55.pgm,100
0,S15_55.pgm,S30_55.pgm,1.523
0,S16_55.pgm,S17_55.pgm,1.832
0,S16_55.pgm,S18_55.pgm,1.654
0,S16_55.pgm,S19_55.pgm,1.679
0,S16_55.pgm,S20_55.pgm,1.673
0,S16_55.pgm,S21_55.pgm,1.809
0,S16_55.pgm,S22_55.pgm,1.501
0,S16_55.pgm,S23_55.pgm,1.206
0,S16_55.pgm,S24_55.pgm,100
0,S16_55.pgm,S25_55.pgm,1.008
0,S16_55.pgm,S26_55.pgm,1.633
0,S16_55.pgm,S27_55.pgm,1.858
0,S16_55.pgm,S28_55.pgm,1.01
0,S16_55.pgm,S29_55.pgm,100
0,S16_55.pgm,S30_55.pgm,2.026
0,S17_55.pgm,S18_55.pgm,1.188
0,S17_55.pgm,S19_55.pgm,1.172
0,S17_55.pgm,S20_55.pgm,0.486
0,S17_55.pgm,S21_55.pgm,1.234
0,S17_55.pgm,S22_55.pgm,1.578
0,S17_55.pgm,S23_55.pgm,1.469
0,S17_55.pgm,S24_55.pgm,100
0,S17_55.pgm,S25_55.pgm,1.68
0,S17_55.pgm,S26_55.pgm,1.293
0,S17_55.pgm,S27_55.pgm,1.615
0,S17_55.pgm,S28_55.pgm,2.326
0,S17_55.pgm,S29_55.pgm,100
0,S17_55.pgm,S30_55.pgm,1.091
0,S18_55.pgm,S19_55.pgm,1.505
0,S18_55.pgm,S20_55.pgm,0.954
0,S18_55.pgm,S21_55.pgm,0.462
0,S18_55.pgm,S22_55.pgm,0.483
0,S18_55.pgm,S23_55.pgm,1.403
0,S18_55.pgm,S24_55.pgm,100
0,S18_55.pgm,S25_55.pgm,1.682
0,S18_55.pgm,S26_55.pgm,0.248
0,S18_55.pgm,S27_55.pgm,0.546
0,S18_55.pgm,S28_55.pgm,2.259
0,S18_55.pgm,S29_55.pgm,100
0,S18_55.pgm,S30_55.pgm,0.65
0,S19_55.pgm,S20_55.pgm,1.098
0,S19_55.pgm,S21_55.pgm,0.978
0,S19_55.pgm,S22_55.pgm,1.809
0,S19_55.pgm,S23_55.pgm,1.468
0,S19_55.pgm,S24_55.pgm,100
0,S19_55.pgm,S25_55.pgm,1.309
0,S19_55.pgm,S26_55.pgm,1.461
0,S19_55.pgm,S27_55.pgm,1.303
0,S19_55.pgm,S28_55.pgm,1.73
0,S19_55.pgm,S29_55.pgm,100
0,S19_55.pgm,S30_55.pgm,1.243
0,S20_55.pgm,S21_55.pgm,1.245
0,S20_55.pgm,S22_55.pgm,1.349
0,S20_55.pgm,S23_55.pgm,1.642
0,S20_55.pgm,S24_55.pgm,100
0,S20_55.pgm,S25_55.pgm,0.995
0,S20_55.pgm,S26_55.pgm,1.182
0,S20_55.pgm,S27_55.pgm,1.219
0,S20_55.pgm,S28_55.pgm,1.788
0,S20_55.pgm,S29_55.pgm,100
0,S20_55.pgm,S30_55.pgm,1.011
0,S21_55.pgm,S22_55.pgm,0.692
0,S21_55.pgm,S23_55.pgm,1.678
0,S21_55.pgm,S24_55.pgm,100
0,S21_55.pgm,S25_55.pgm,1.73
0,S21_55.pgm,S26_55.pgm,0.328
0,S21_55.pgm,S27_55.pgm,0.437
0,S21_55.pgm,S28_55.pgm,2.21
0,S21_55.pgm,S29_55.pgm,100
0,S21_55.pgm,S30_55.pgm,0.385
0,S22_55.pgm,S23_55.pgm,1.738
0,S22_55.pgm,S24_55.pgm,100
0,S22_55.pgm,S25_55.pgm,1.459
0,S22_55.pgm,S26_55.pgm,0.251
0,S22_55.pgm,S27_55.pgm,0.576
0,S22_55.pgm,S28_55.pgm,2.083
0,S22_55.pgm,S29_55.pgm,100
0,S22_55.pgm,S30_55.pgm,0.887
0,S23_55.pgm,S24_55.pgm,100
0,S23_55.pgm,S25_55.pgm,1.266
0,S23_55.pgm,S26_55.pgm,1.539
0,S23_55.pgm,S27_55.pgm,1.684
0,S23_55.pgm,S28_55.pgm,1.863
0,S23_55.pgm,S29_55.pgm,100
0,S23_55.pgm,S30_55.pgm,1.688
0,S24_55.pgm,S25_55.pgm,100
0,S24_55.pgm,S26_55.pgm,100
0,S24_55.pgm,S27_55.pgm,100
0,S24_55.pgm,S28_55.pgm,100
0,S24_55.pgm,S29_55.pgm,100
0,S24_55.pgm,S30_55.pgm,100
0,S25_55.pgm,S26_55.pgm,1.681
0,S25_55.pgm,S27_55.pgm,1.433
0,S25_55.pgm,S28_55.pgm,0.675
0,S25_55.pgm,S29_55.pgm,100
0,S25_55.pgm,S30_55.pgm,1.426
0,S26_55.pgm,S27_55.pgm,0.404
0,S26_55.pgm,S28_55.pgm,2.259
